Video ID,Title,Description,Channel Title,Video URL,Tags,Category,Published At,View Count,Comment Count,Duration,Captions Available,Caption Text,Location
ccXTMANRHJQ,Biwi Ne Bachaya 😳😍 #shorts #trendingshorts #comedy #food #funny #viral #sandeepbhatt,,Sandeep Bhatt Vlogs,https://www.youtube.com/watch?v=ccXTMANRHJQ,[],,2024-10-15T08:25:46Z,24004020,1140,PT38S,TRUE,No English Captions Available,N/A
fs6PAhUjfFY,Daru k liye kuch bhi 😎🤣 #bobbyprankster #funny,,Bobby chourasiya,https://www.youtube.com/watch?v=fs6PAhUjfFY,[],,2024-07-28T14:14:20Z,23137235,792,PT59S,TRUE,No English Captions Available,N/A
05DDUda62sk,😇Hamari Pari🧚🏻‍♀️kaise lagi🥰#super star lalli dada#shortfeed #trending #comedy #viralshort,super star lalli dada#shortfeed #trending #comedy #viralshort.,Superstar lalli dada,https://www.youtube.com/watch?v=05DDUda62sk,[],,2024-10-11T12:30:01Z,22480696,1030,PT1M,TRUE,No English Captions Available,N/A
8a67oq8LUDU,Teacher ki beti VS Principal ki beti 👧🏼 #shorts #ytshorts #sejalgabashorts #schoollife,Teacher ki beti VS Principal ki beti.,Sejal Gaba,https://www.youtube.com/watch?v=8a67oq8LUDU,[],,2024-12-07T08:54:34Z,22233895,688,PT1M1S,TRUE,No English Captions Available,N/A
PgkONGV8TGQ,Anaya Ki Rangoli Kisne Kharab Kar Di 😢,,Anaya Kandhal,https://www.youtube.com/watch?v=PgkONGV8TGQ,[],,2024-11-01T13:17:56Z,22153823,275,PT54S,TRUE,No English Captions Available,N/A
nMUf1uh_FDg,Maa bete ki cutest video 😂❤️|| Jaanvi patel #shorts,,jaanvi patel,https://www.youtube.com/watch?v=nMUf1uh_FDg,[],,2024-12-13T08:00:43Z,22362879,255,PT1M,TRUE,No English Captions Available,N/A
euGXLSY3T-I,मरी पत्नी को Beauty😍Parlour ले गया! #comedy #bhoot,मरी पत्नी को Beauty  Parlour ले गया! #comedy #bhoot #bhoot #vickykaushal #uri #bollywood #ghost #sanju ...,Piyuansh,https://www.youtube.com/watch?v=euGXLSY3T-I,[],,2024-09-26T05:06:57Z,21157856,166,PT42S,TRUE,No English Captions Available,N/A
q4qib9uE1lc,😂 माहा ठरकी पति 🤣‼️CG COMEDY BY ‼️ NITESH COMEDIAN ‼️ #cgshorts #cgviral #cgcomedy,माहा ठरकी पति ‼️CG COMEDY BY ‼️ NITESH COMEDIAN ‼️ #cgcomedyvideo #cgvideo #niteshcomedian ...,Nitesh Comedian143,https://www.youtube.com/watch?v=q4qib9uE1lc,[],,2024-06-09T11:31:00Z,20929374,488,PT58S,TRUE,No English Captions Available,N/A
6Lc5D68L8ek,Aflatoon (HD) - Hindi Full Movie - Akshay Kumar | Urmila Matondkar - Popular 90&#39;s Comedy Movie,"It is a story revolving around a carefree guy Raja who likes to live his life to its fullest. Appointed as a college professor by mistake, ...",Shemaroo Movies,https://www.youtube.com/watch?v=6Lc5D68L8ek,[],,2017-05-02T08:46:12Z,20837290,1638,PT2H33M28S,TRUE,No English Captions Available,N/A
p3jqxPO8gHg,Sakina ki dairy (part 3)🤣🤣🤣🤣,,Doon Boys021,https://www.youtube.com/watch?v=p3jqxPO8gHg,[],,2024-09-30T13:30:37Z,20387753,1560,PT1M,TRUE,No English Captions Available,N/A
75Vb4PT5aJ0,"EEGAH // Arch Hall Jr., Marilyn Manning, Richard Kiel // Full Comedy Movie // English // HD // 720p","Teenagers stumble across a prehistoric caveman, who goes on a rampage. ---------------- Cast: Arch Hall Jr., Marilyn Manning, ...",Movie Navigator,https://www.youtube.com/watch?v=75Vb4PT5aJ0,[],,2018-07-22T11:00:00Z,20117341,294,PT1H30M27S,TRUE,No English Captions Available,N/A
Rn8Dy7NvFyg,😂😀😂 Pranesh Diwali Alaparai #shortvideo #praneshcomedy #viralshort @SonAndDadOfficial,Pranesh Diwali Alaparai #shortvideo #praneshcomedy #viralshort @SonAndDadOfficial In this video Pranesh bursting diwali ...,Son And Dad,https://www.youtube.com/watch?v=Rn8Dy7NvFyg,[],,2024-10-30T11:00:37Z,19808161,444,PT37S,TRUE,No English Captions Available,N/A
6g-q2BhJK1s,Anaya Ke Papa To Dar Gaye 😂😝,,Anaya Kandhal,https://www.youtube.com/watch?v=6g-q2BhJK1s,[],,2024-09-02T13:55:43Z,19744253,167,PT24S,TRUE,No English Captions Available,N/A
A2kc-fl4Q_M,Smith-এর এ কেমন সাজ💄👝🤦‍♀️😜🤦‍♀️Watch Till END.#trendingshorts #youtubeshorts #shorts #trending #short,Smith-এর এ কেমন সাজ      ‍♀️    ‍♀️Watch Till END.#trendingshorts #youtubeshorts #shorts #trending #short ...,Smith's Creation,https://www.youtube.com/watch?v=A2kc-fl4Q_M,[],,2024-07-18T08:30:07Z,19692610,442,PT1M,TRUE,No English Captions Available,N/A
pHL9essKiTg,মুরুব্বি মুরুব্বি হু হু হু | প্লিজ আমাকে ক্ষমা করে দাও | Rk Roman Kha | Tik Tok Viral Song 2024,মুরুব্বি মুরুব্বি হু হু হু | প্লিজ আমাকে ক্ষমা করে দাও | Rk Roman Kha | Tik Tok ...,RK Dance Group,https://www.youtube.com/watch?v=pHL9essKiTg,[],,2024-09-06T03:15:02Z,19707233,3075,PT2M5S,TRUE,No English Captions Available,N/A
fr34Tsrcry8,Kunwara {HD} - Govinda - Urmila Matondkar - Om Puri - Kader Khan - Comedy Hindi Movie,"Raju meets Urmila in New Zealand and both fall in love deciding to meet again in India. However, as Raju returns India, he meets ...",Shemaroo Comedy,https://www.youtube.com/watch?v=fr34Tsrcry8,[],,2015-12-25T13:08:41Z,19446361,1532,PT2H20M7S,TRUE,No English Captions Available,N/A
xzmM0i8Vp2Q,Har School m aisi teachers jarur hoti hai 👩‍🏫 #shorts #funnyshorts #teacherlife #ytshorts,Har School m aisi teachers jarur hoti hai ‍   #shorts #funnyshorts #teacherlife #ytshorts #sejalgabashorts #viralshort.,Sejal Gaba,https://www.youtube.com/watch?v=xzmM0i8Vp2Q,[],,2024-11-06T08:08:45Z,18998238,1037,PT1M1S,TRUE,No English Captions Available,N/A
Dhhsf62xkzo,ये बदरी को क्या हुआ🤯 #aaganwadikebacche #comedy #funny #viral #bhoot #cartoon #shorts #dhonisir,,Aanganwadi Ke Bacche,https://www.youtube.com/watch?v=Dhhsf62xkzo,[],,2024-04-28T13:19:21Z,18832377,554,PT1M,TRUE,No English Captions Available,N/A
sFJM4lqzug8,Happy Independence Day 🇮🇳🫡 #dhonisir #comedy #jagga #funny #happyindependenceday #trending #56,,Aanganwadi Ke Bacche,https://www.youtube.com/watch?v=sFJM4lqzug8,[],,2024-08-15T13:02:39Z,18481356,752,PT1M,TRUE,No English Captions Available,N/A
xUE1CF2Q2Ug,#comedyvideos #lucu #funny #komediindonesia #sinetronkomedi #ngakak #funnyshorts #comedy,,PELLEDOS OFFICIAL,https://www.youtube.com/watch?v=xUE1CF2Q2Ug,[],,2024-09-24T07:10:50Z,18516092,0,PT22S,TRUE,No English Captions Available,N/A
_aN1NmrMr78,The Lost key🔑of Communication 😂❤️#shorts #comedy #funny #olidavines,New comedy video Funny YouTube shorts New tik tok video Funny comedy video.,OLIDA  Vlogs and Vines,https://www.youtube.com/watch?v=_aN1NmrMr78,[],,2024-06-05T14:30:07Z,18366396,323,PT48S,TRUE,No English Captions Available,N/A
sunNFut0LA8,Tuition wali didi ka New ghar🏠😂 #shorts #ytshorts #sejalgabashorts #tuition #teacherlife,Tuition wali didi ka New ghar     #shorts #ytshorts #sejalgabashorts #tuition #teacherlife #scholllife #funnyshorts #tuitioncomedy.,Sejal Gaba,https://www.youtube.com/watch?v=sunNFut0LA8,[],,2024-10-08T07:38:38Z,18001720,839,PT1M1S,TRUE,No English Captions Available,N/A
ECClGSaTgDI,🤣Appa Nalaiku Kulikira Pa🤣 #trending #viral #ayyappa #swami #video #comedy #shorts #funny 🥰,,AK Sibi Entertainer😎,https://www.youtube.com/watch?v=ECClGSaTgDI,[],,2023-12-03T10:42:49Z,17673665,1929,PT1M,TRUE,No English Captions Available,N/A
hkA8O8BmoH8,Happy Dussehra⛳️🫡 #comedy #jagga #funny #aaganwadikebacche #shorts #dhonisir #happydussehra,,Aanganwadi Ke Bacche,https://www.youtube.com/watch?v=hkA8O8BmoH8,[],,2024-10-12T10:21:36Z,17647412,386,PT1M,TRUE,No English Captions Available,N/A
JLDhfFo0vWo,દિવાળી સુધરી ગઈ 🤣🤣🤣 #gujurocks #comedyvideos #comedy #viral #diwali #diwalispecial #happydiwali,,Bhavesh Thakor 1111,https://www.youtube.com/watch?v=JLDhfFo0vWo,[],,2023-11-11T03:30:06Z,17065074,1073,PT59S,TRUE,No English Captions Available,N/A
rv6fZFb8JQw,Engaluku idhapatha oru Satisfy aagum 😮‍💨😌 #harishhatricks #youtubeshorts #comedy,,Harish hatricks,https://www.youtube.com/watch?v=rv6fZFb8JQw,[],,2024-09-29T13:23:35Z,17034378,553,PT57S,TRUE,No English Captions Available,N/A
o8ZrSJ5JB8c,Purani Haveli Wali Chudail | Gulli Bulli | Cartoon | granny | short | tmkoc mummy | shortscomedy,Purani Haveli Wali Chudail | Gulli Bulli | Cartoon | granny | short | tmkoc mummy | shortscomedy sonu Tinu Aur Evil Nun Part 1 ...,LX KE TOONZ,https://www.youtube.com/watch?v=o8ZrSJ5JB8c,[],,2024-09-15T13:36:15Z,16745054,192,PT56S,TRUE,No English Captions Available,N/A
7T4GUHomSjU,सावधानी हटी दुर्घटना घटी 😜🤪 Comedy Video #funny #trending #youtubeshorts #ytshorts #shorts,सावधानी हटी दुर्घटना घटी Comedy Video #funny #trending #youtubeshorts #ytshorts #shorts ...,Keshav Shashi Vlogs,https://www.youtube.com/watch?v=7T4GUHomSjU,[],,2024-09-07T15:11:30Z,16450317,1294,PT1M,TRUE,No English Captions Available,N/A
5f8S9uSSg-4,56 बना चोर😮 #comedy #funny #aaganwadikebacche #funnyshorts #badri #chiku #56 #jagga #dhonisir #fun,,Aanganwadi Ke Bacche,https://www.youtube.com/watch?v=5f8S9uSSg-4,[],,2024-08-26T14:31:57Z,16090278,3569,PT1M,TRUE,No English Captions Available,N/A
7EzN8-jeGx0,When my Mom took “Kuch Bhi” too seriously 😂 #priyalkukreja #shorts,,Priyal Kukreja,https://www.youtube.com/watch?v=7EzN8-jeGx0,[],,2024-09-23T14:00:07Z,16052913,845,PT43S,TRUE,No English Captions Available,N/A
rJyKvhGkpAU,Jaadui mala 📿✨😍 | Simran Makhija | #shorts #school #shoollife #comedy #funny,,Simran Makhija,https://www.youtube.com/watch?v=rJyKvhGkpAU,[],,2024-08-07T08:55:01Z,16017486,267,PT55S,TRUE,No English Captions Available,N/A
eNd573JF8HA,Girl v/s boy class leaders🤩#shortvideo #shorts #comedy,,crazy boy rajashekhar,https://www.youtube.com/watch?v=eNd573JF8HA,[],,2024-08-05T10:31:57Z,15668363,1096,PT1M,TRUE,No English Captions Available,N/A
l0iSHvTvNns,Asur 🧟‍♂️💀 Vs Durga Mata🌟🛕Look Challenge🌸🙏Prashant Sharma #shorts #ytshorts #funnyshorts #durgapuja,"Video Credits: CAST: SUSHMA, PRASHANT DIRECTED BY PRASHANT SHARMA SCRIPT BY PRASHANT DISCLAIMER: This ...",Prashant Sharma Entertainment,https://www.youtube.com/watch?v=l0iSHvTvNns,[],,2024-10-08T06:30:27Z,15259463,4029,PT1M,TRUE,No English Captions Available,N/A
Pq9gqXtqQXw,😇Laal pila juju🤣🤣🤣#super star lalli dada#shortfeed #funny #trending #comedy #viralshort,super star lalli dada#shortfeed #funny #trending #comedy #viralshort.,Superstar lalli dada,https://www.youtube.com/watch?v=Pq9gqXtqQXw,[],,2024-11-06T00:38:05Z,15217298,1154,PT57S,TRUE,Error fetching captions: <urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>,N/A
TGNYQcA2mLI,PAAGAL BABU 39 | गाँव मे बाढ़ | pagal beta | cs bisht vines | desi comedy video,PAAGAL BABU 39 | गाँव मे बाढ़ | pagal beta | desi comedy video | cs bisht vines | joke of joke pur Tinu ki saitani cs ...,FantilaFun,https://www.youtube.com/watch?v=TGNYQcA2mLI,[],,2024-10-08T05:31:55Z,15228400,186,PT5M15S,TRUE,No English Captions Available,N/A
eylT4kTnIHo,মিষ্টির 🍪 জীবন 😂 ( PART 1 ) #comedy #funnyvideo,এই আমাদের মালিক কে Instragram এ Follow করো Comedy Duniya38 :) THANKS FOR SUBSCRIBE ...,COMEDY DUNIYA ,https://www.youtube.com/watch?v=eylT4kTnIHo,[],,2024-03-29T06:32:11Z,15141195,1492,PT59S,TRUE,No English Captions Available,N/A
2_cRCx7s0HQ,"Funniest Fun Amazing videos Must Watch Entertainment comedy 2024, Funny Video 2024, By My Family","funny #comedy #fun #funny Funniest Fun Amazing videos Must Watch Entertainment comedy 2024, Funny Video 2024, By My ...",MY FAMILY,https://www.youtube.com/watch?v=2_cRCx7s0HQ,[],,2024-08-16T13:01:46Z,15007894,353,PT9M1S,TRUE,No English Captions Available,N/A
eNx9Z2jBCG4,MY MOM&#39;S A WEREWOLF | Susan Blakely | Full Length Comedy Movie | English | HD | 720p,"The frustrated housewife Leslie visits an animal shop to purchase a flea-collar. Unknowing that the owner is a werewolf, she ...",MOVIEHOLIC,https://www.youtube.com/watch?v=eNx9Z2jBCG4,[],,2018-09-02T13:30:03Z,14831620,171,PT1H27M23S,TRUE,No English Captions Available,N/A
wGfrSkft9S0,Our kutty Krishna and Radha getting ready😘🥰 | Mini vlog 👨‍👩‍👧‍👦 #shorts #love #funny,withlovenagarajsangeetha #couplevlogs #shorts #minivlog. Follow us on here - Nagaraj - https://www.instagram.com/itznaga_raj/ ...,With Love Nagaraj Sangeetha,https://www.youtube.com/watch?v=wGfrSkft9S0,[],,2024-08-24T12:52:00Z,14846532,607,PT50S,TRUE,No English Captions Available,N/A
ozC7VhpW51A,the end 😂😂😂 #shorts #shortvideo #youtubeshorts #funny #fails #humor,the end #shorts #shortvideo #youtubeshorts #funny #fails #humor Disclaimer: The content of this video is intended for ...,PR PRESENTS - Telugu,https://www.youtube.com/watch?v=ozC7VhpW51A,[],,2024-06-02T14:24:08Z,14531417,368,PT35S,TRUE,No English Captions Available,N/A
PrN0ya-oH5U,সুপার ম্যাজিক 😳 New bangla Comedy video || Best comedy video || Funny video #shorts #comedy #funny,সুপার ম্যাজিক New bangla Comedy video || Best comedy video || Funny video #shorts #comedy #funny ...,Ashutosh Bala ,https://www.youtube.com/watch?v=PrN0ya-oH5U,[],,2024-04-09T10:00:45Z,14520605,120,PT24S,TRUE,No English Captions Available,N/A
PajWwxS-ixs,Sakina Ki Movie🎬🤣🤣🤣,,Doon Boys021,https://www.youtube.com/watch?v=PajWwxS-ixs,[],,2024-10-13T13:45:03Z,14030272,1189,PT1M,TRUE,No English Captions Available,N/A
OssiNOzqIBA,Chota bhai during diwali 😂 🔥 | indian family #shorts #indian #chotabhai #diwali #relatable,Chota bhai during diwali | indian family #shorts #indian #chotabhai #diwali #relatable.,PR PRESENTS - Telugu,https://www.youtube.com/watch?v=OssiNOzqIBA,[],,2024-11-02T14:33:46Z,13786387,491,PT58S,TRUE,No English Captions Available,N/A
B2zHIq5-jmE,Jatt Airways | Jaswinder Bhalla | B N Sharma | Binnu Dhillon | Blockbuster Comedy Movie,Download the app now and share it with all the asli fans https://shemaroome.app.link/3bXPuCK9cX Give a missed call on ...,Shemaroo Punjabi,https://www.youtube.com/watch?v=B2zHIq5-jmE,[],,2013-10-31T06:36:51Z,13595602,70,PT2H16M12S,TRUE,No English Captions Available,N/A
mwakqGMhB5s,Vanka. Russian Movie. StarMedia. Comedy. Melodrama. English Subtitles,More free russian movies with english subtitle: ...,StarMediaEN,https://www.youtube.com/watch?v=mwakqGMhB5s,[],,2015-05-29T09:00:00Z,13567744,545,PT1H27M15S,TRUE,No English Captions Available,N/A
qCkAjMp-bWI,Biwi no.1😂||funny videos||#comedy #biwino1 #youtubeshorts #ravan #golu008 #dussehra #funny,,GOLU008,https://www.youtube.com/watch?v=qCkAjMp-bWI,[],,2024-10-14T16:32:25Z,13500869,4718,PT1M,TRUE,No English Captions Available,N/A
7Req5KBAK5I,मुझे आजादी चाहिए 😜🤣 Comedy Shorts | Trending Shorts #shorts #comedy #funny #youtubeshorts,मुझे आजादी चाहिए Comedy Shorts | Trending Shorts #shorts #comedy #funny #youtubeshorts Keywords:- ...,Keshav Shashi Vlogs,https://www.youtube.com/watch?v=7Req5KBAK5I,[],,2024-01-10T05:45:00Z,13560289,2340,PT59S,TRUE,No English Captions Available,N/A
TJxRcF4fitQ,Kaali Mata🌟🛕Look Challenge🌸🙏Prashant Sharma #shorts #ytshorts #funnyshorts #kalipuja #kali,"Video Credits: CAST: SUSHMA, PRASHANT DIRECTED BY PRASHANT SHARMA SCRIPT BY PRASHANT DISCLAIMER: This ...",Prashant Sharma Entertainment,https://www.youtube.com/watch?v=TJxRcF4fitQ,[],,2024-09-28T06:30:11Z,13384979,2160,PT1M,TRUE,No English Captions Available,N/A
D4F2FWIRnmo,Biwi no.1😂||Happy Diwali 🪔 ||#comedy #biwino1 #youtubeshorts #funny #golu008 #happydiwali,,GOLU008,https://www.youtube.com/watch?v=D4F2FWIRnmo,[],,2024-10-30T06:31:29Z,13383324,1056,PT1M,TRUE,No English Captions Available,N/A
xXk1QpxvzoE,don&#39;t miss the end 😅🤣😂 #viral #trending #bro #comedy #funny #ytshorts #sister #telugufunnyvideos,,ANTHONY KARTHIK.,https://www.youtube.com/watch?v=xXk1QpxvzoE,[],,2023-03-03T04:30:14Z,13135025,437,PT57S,TRUE,No English Captions Available,N/A
kQUsJFeIG84,BomBholle - Full Video _Laxmii _ Akshay Kumar _ Viruss _ Ullumanati_ Funny Drawing Meme Video 😂,BomBholle - Full Video _Laxmii _ Akshay Kumar _ Viruss _ #animation #viralvideo #memes #hindisong #trending #best #drawing ...,KK ANIMATION,https://www.youtube.com/watch?v=kQUsJFeIG84,[],,2023-12-04T13:02:04Z,12317584,205,PT1M11S,TRUE,No English Captions Available,N/A
7kjyb0bs5RU,Emotional Love Story😭😭 #albumcreation #emotional #friendstory #comedy #terayaarhoonmain,,Official Shobha Singh,https://www.youtube.com/watch?v=7kjyb0bs5RU,[],,2023-12-12T04:30:36Z,12287361,814,PT1M1S,TRUE,No English Captions Available,N/A
YUlGwA7h1fU,Monkey Chor Comedy 😎 Very Special Trending Funny Comedy Video 2024 😂 Amazing Comedy Video EP 373,Monkey Chor Comedy Very Special Trending Funny Comedy Video 2024 Amazing Comedy Video EP 373 ...,Bidik Fun Tv,https://www.youtube.com/watch?v=YUlGwA7h1fU,[],,2024-10-23T12:00:47Z,12243534,178,PT12M45S,TRUE,No English Captions Available,N/A
M3EsToqmTqI,Bhediya or police || zoya sheikh || #shorts #zoyasheikh #viral,,Zoya Sheikh,https://www.youtube.com/watch?v=M3EsToqmTqI,[],,2023-12-14T14:30:07Z,12193535,96,PT1M,TRUE,No English Captions Available,N/A
4b9byx2z8Hs,Ali ko largest injection lgwana pra 😳 || #trending #viralvideo #viralcomedy #injection,,Chota Ali vlogs,https://www.youtube.com/watch?v=4b9byx2z8Hs,[],,2024-09-26T15:50:47Z,11504538,356,PT24S,TRUE,No English Captions Available,N/A
fOg_Ygk2p4Y,Shahar vs Gaon ￼Ke bachche😂-#funny #funnyvideo #shorts,,AMIT FF YT,https://www.youtube.com/watch?v=fOg_Ygk2p4Y,[],,2024-11-12T09:45:02Z,11398704,919,PT57S,TRUE,No English Captions Available,N/A
DJqIH3eQAcM,Pagal doctor man 😂 #shorts #tiktokvideo #funnyshorts #comedy #ytshorts,,Sukhasan Ka Star,https://www.youtube.com/watch?v=DJqIH3eQAcM,[],,2024-10-20T12:46:38Z,11226389,0,PT57S,TRUE,No English Captions Available,N/A
r8uFObx6zac,Top New Comedy Video Amazing Funny Video 😂 Try To Not Laugh Episode 361By My Family,"Top New Comedy Video Amazing Funny Video Try To Not Laugh Episode 361By My Family #comedy Hello Dear Viewers, This ...",MY FAMILY,https://www.youtube.com/watch?v=r8uFObx6zac,[],,2024-11-29T12:54:01Z,11060688,434,PT9M5S,TRUE,No English Captions Available,N/A
uB-SxETxI8c,School Memories ✨🤩✨ #comedy #comedyvideo #shorts #youtubeshorts #funny #funnyvideo,School Memories ✨  ✨ #comedy #comedyvideo #shorts #youtubeshorts #funny #funnyvideo #short #funnyshorts #shortvideo ...,Asif Dramaz,https://www.youtube.com/watch?v=uB-SxETxI8c,[],,2024-10-02T13:50:02Z,10836108,471,PT47S,TRUE,No English Captions Available,N/A
0B2CzMEWHBs,2024 संस्कारी बहू 😜🤪 Comedy Shorts #trending #funny #shorts #youtubeshorts #ytshorts,2024 संस्कारी बहू Comedy Shorts #trending #funny #shorts #youtubeshorts #ytshorts Keywords:- keshav shashi ...,Keshav Shashi Vlogs,https://www.youtube.com/watch?v=0B2CzMEWHBs,[],,2024-11-08T10:54:43Z,10730576,970,PT58S,TRUE,No English Captions Available,N/A
vV_MGhLx620,चुना लागला 😳 #rahul__p10 #sunitachavan #rahuldadacomedy #rahuldada #marathicomedy #comedy #shorts,,Rahul__p10,https://www.youtube.com/watch?v=vV_MGhLx620,[],,2024-07-03T15:26:01Z,10622124,246,PT53S,TRUE,No English Captions Available,N/A
rF_8g1eOlXo,School teachers in Winters 🥶👩‍🏫 #shorts #ytshorts #sejalgabashorts #schoollife,School teachers and winter season.,Sejal Gaba,https://www.youtube.com/watch?v=rF_8g1eOlXo,[],,2024-12-11T08:34:06Z,10634006,694,PT56S,TRUE,No English Captions Available,N/A
6GMhanxtJRg,Surajactor new comedy shorts #surajactor,,Filmy Suraj Actor,https://www.youtube.com/watch?v=6GMhanxtJRg,[],,2024-12-06T07:37:38Z,10577948,235,PT57S,TRUE,No English Captions Available,N/A
2OC_WLi00Gw,😃😍 Pranesh Sister Pranitha Alaparai #shortvideo #praneshcomedy #comedy @SonAndDadOfficial,Pranesh Sister Pranitha Alaparai #shortvideo #praneshcomedy #comedy ‎@SonAndDadOfficial In this video Pranesh sister ...,Son And Dad,https://www.youtube.com/watch?v=2OC_WLi00Gw,[],,2024-09-07T10:30:01Z,10446699,390,PT1M,TRUE,No English Captions Available,N/A
a_2bji1j7Ck,Back to school days 🥰😀 #prashucomedy #funny #students #prashubaby #shorts #telugucomedy,,prashu__baby,https://www.youtube.com/watch?v=a_2bji1j7Ck,[],,2024-02-22T12:01:59Z,10368201,497,PT1M,TRUE,No English Captions Available,N/A
OUVMGkHgXL8,Papa ibbru…😅😂😂 #kannada #comedy #emotional #shots,,John sameer's Adda,https://www.youtube.com/watch?v=OUVMGkHgXL8,[],,2024-05-18T01:30:13Z,10231542,288,PT59S,TRUE,No English Captions Available,N/A
eiBQoO6-J8M,நீ வெற்றி அடைய விரும்புகிறாய் என்றால் முதலில் முயற்சி செய்ய வேண்டும்☺️👍 #comedy shorts #love #tamil,withlovenagarajsangeetha #schoolprogram #pinky #shorts. Follow us on here - Nagaraj - https://www.instagram.com/itznaga_raj/ ...,With Love Nagaraj Sangeetha,https://www.youtube.com/watch?v=eiBQoO6-J8M,[],,2024-07-27T12:25:01Z,9769800,500,PT1M,TRUE,No English Captions Available,N/A
iIc0PLt2vM0,"The Angrez 2 | Hindi Full Movies | Hyderabadi Movies | Ismail Bhai, Mast Ali","Watch & Enjoy #TheAngrez2 Hyderabadi Full Movie, Starring #IsmailBhai, #SaleemPheku, Azgar Ali, Kuntaa Nikkil, Anu Verma, ...",SriBalajiMovies,https://www.youtube.com/watch?v=iIc0PLt2vM0,[],,2015-08-25T17:22:37Z,9719214,949,PT1H25M2S,TRUE,No English Captions Available,N/A
Xp2XSluLjSY,Wait for end 🤣🥰 #funny #short #viralvideo #subscribe,,Tiki Hena Vlogs,https://www.youtube.com/watch?v=Xp2XSluLjSY,[],,2024-10-15T04:56:25Z,9727113,0,PT1M1S,TRUE,No English Captions Available,N/A
PqDr6GdS9jQ,सास घर हो VS सास घर ना हो 😜🤪 Comedy Video #funny #shorts #youtubeshorts #comedy #reels,सास घर हो VS सास घर ना हो Comedy Video #funny #shorts #youtubeshorts #comedy #reels Keywords:- ...,Keshav Shashi Vlogs,https://www.youtube.com/watch?v=PqDr6GdS9jQ,[],,2024-09-11T11:11:01Z,9696505,865,PT40S,TRUE,No English Captions Available,N/A
KRVzcPeNcsE,ଦିଦି କୁ ଫସେଇଦେଲା manke #viral #comedy #comedyvideos #trending #funny #funnycomedy #mankecomedy,,Anna Comedy,https://www.youtube.com/watch?v=KRVzcPeNcsE,[],,2024-06-27T07:55:51Z,9444390,371,PT59S,TRUE,No English Captions Available,N/A
KRVzcPeNcsE,ଦିଦି କୁ ଫସେଇଦେଲା manke #viral #comedy #comedyvideos #trending #funny #funnycomedy #mankecomedy,,Anna Comedy,https://www.youtube.com/watch?v=KRVzcPeNcsE,[],,2024-06-27T07:55:51Z,9444390,371,PT59S,TRUE,No English Captions Available,N/A
b20p0382ZeE,Award winning performance 🤣🔥 @jaanvipatel ​⁠#shorts #funny,,Bobby chourasiya,https://www.youtube.com/watch?v=b20p0382ZeE,[],,2024-09-12T12:42:09Z,9440978,714,PT1M,TRUE,No English Captions Available,N/A
hHxoKAipAdk,अति संशयखोर बायको😂😝😅#shorts #comedy #comedyvideos #funnyvideos #vaibhavgawade #mh10production,,vaibhav gawade comedy ,https://www.youtube.com/watch?v=hHxoKAipAdk,[],,2024-05-18T15:46:20Z,9410022,256,PT1M,TRUE,No English Captions Available,N/A
9DkUjJJRTmI,ये क्या चोरी हो गया 😱 #aanganwadikebacche #lessonoflife #comedy #funny #jagga #dhonisir #badri #56,,Aanganwadi Ke Bacche,https://www.youtube.com/watch?v=9DkUjJJRTmI,[],,2024-09-06T12:42:46Z,9337352,302,PT1M,TRUE,Error fetching captions: <urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>,N/A
Ik4T6CN11p4,Pen Alapparaigal  🥵 Mom son Alapparaigal #shorts #funny #jesijesina #comedy #funnyvideo,,Jesi jesina,https://www.youtube.com/watch?v=Ik4T6CN11p4,[],,2024-08-01T10:58:24Z,9338844,149,PT49S,TRUE,No English Captions Available,N/A
Zjd2zrOW16w,Durga Mata Navarathri 🔥🙏 #comedy #telugucomedyvidros #funny #telugcomedy,,Akki_cherry1,https://www.youtube.com/watch?v=Zjd2zrOW16w,[],,2024-10-07T11:36:04Z,9328633,142,PT1M,TRUE,No English Captions Available,N/A
BeSj0nJLdC0,Diwali Bombula💣Sc@m😂 #comedy #telugucomedyvidros #funny,,Akki_cherry1,https://www.youtube.com/watch?v=BeSj0nJLdC0,[],,2024-11-01T12:58:05Z,9169917,113,PT1M,TRUE,No English Captions Available,N/A
QesZAS23oaA,Try Not To laugh Challenge pt 67 😂 #funny #shorts,,PreemanJ,https://www.youtube.com/watch?v=QesZAS23oaA,[],,2024-09-18T12:30:15Z,8950366,297,PT59S,TRUE,No English Captions Available,N/A
Nt5pp6e2ec0,जग्गा का Magic Spray 🪄 #comedy #jagga #funny #shorts #trending #dhonisir #aaganwadikebacche,,Aanganwadi Ke Bacche,https://www.youtube.com/watch?v=Nt5pp6e2ec0,[],,2024-09-29T10:56:01Z,8793626,164,PT1M,TRUE,No English Captions Available,N/A
skJW4-JbMCM,Nanamma chadasthalu 😳😳,,CHINNU_6542,https://www.youtube.com/watch?v=skJW4-JbMCM,[],,2024-08-10T13:39:54Z,8767158,378,PT59S,TRUE,No English Captions Available,N/A
