Video ID,Title,Description,Channel Title,Video URL,Tags,Category,Published At,View Count,Comment Count,Duration,Topic Details,Captions Available,Caption Text,Location
H6xBpw41EdQ,Dermaga Biru    #cover #entertainment #americasgottalent #lagudangdut,"Selamat datang di channel kami, Ini adalah saluran resmi dari Yuparda Offical, Kami persembahkan sebuah tayangan musik ...",YUPARDA OFFICIAL,https://www.youtube.com/watch?v=H6xBpw41EdQ,[],,6/21/2024 11:54,6855886,758,00:01:00,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",TRUE,No Captions Available,N/A
cfYvzxI6g08,Aishwariya in Kapil sharma show #thekapilsharmashow #aishwaryaraibachchan #funny #entertainment,,SRY,https://www.youtube.com/watch?v=cfYvzxI6g08,[],,6/14/2024 09:00,6815133,199,00:00:15,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Television_program']",TRUE,No Captions Available,N/A
vju6z7BxkDc,Sesaat Kau Hadir - Utha Likumahuwa ( cover by TAF Entertainment ),"Wedding Event Venue : Sheraton Jakarta For inquiry, 087771781698 / 087884495714 tafmusicentertainment@gmail.com.",TAF Entertainment,https://www.youtube.com/watch?v=vju6z7BxkDc,[],,10/1/2021 20:33,6826333,1350,00:06:05,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Soul_music']",TRUE,No Captions Available,"Sheraton Grand Jakarta Gandaria City Hotel, Jalan KH. Muhammad Syafi'i Hadzami, RW 05, Kebayoran Lama Utara, Kebayoran Lama, South Jakarta, Special capital Region of Jakarta, Java, 12240, Indonesia"
hcicJdQ3x5A,Makhadzi Entertainment - Jealous Down (Official Music Video) feat. Dr Skaro,Listen to Makhadzi Entertainment 'Miracle Child' Album here https://africori.to/miraclechild Song Title: Jealous Down Album: ...,Makhadzi,https://www.youtube.com/watch?v=hcicJdQ3x5A,[],,9/6/2024 06:16,6826952,3072,00:05:33,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",TRUE,No Captions Available,N/A
od7Ze0p6NpQ,দেশী মাছ ব্যবসায়ী | Bangla Funny Video | Family Entertainment bd | Desi Cid | Bangla Natok |,দেশী মাছ ব্যবসায়ী | Bangla Funny Video | Family Entertainment bd | Desi Cid | Bangla Natok | Borishailla Natok ...,Family Entertainment Bd,https://www.youtube.com/watch?v=od7Ze0p6NpQ,[],,1/20/2024 08:00,6791744,2327,00:19:31,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
jROhT1Kx6_A,বিদ্যুৎ ছাড়া পৃথিবী | Future World | Bangla Funny Video | Family Entertainment Bd | Desi Cid | দেশী,বিদ্যুৎ ছাড়া পৃথিবী | Future World | Bangla Funny Video | Family Entertainment Bd | Desi Cid | দেশী ...,Family Entertainment Bd,https://www.youtube.com/watch?v=jROhT1Kx6_A,[],,2/3/2022 08:00,6729312,2569,00:16:19,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
NpEmAUgzyVQ,game main hera pheri  part 2#funny #greedy    #money  #entertainment #fraud #comedyshorts,"Must watch my video to see this wonderful setback. And do not forget to like, comment and subscribe. #comedyvideos #comedy ...",Waqas khalil,https://www.youtube.com/watch?v=NpEmAUgzyVQ,[],,9/18/2024 10:07,6653272,77,00:00:59,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
f9vaFEreZ-g,Lolipope 🍭 or Bhai Behen funny😝😜 video #shorts #viral #funny #shortsvideo,today trending shorts Indian village family popular viral comedy video in YouTube India motivational story #funnyvideo #ytshorts ...,Jagdish Comedian,https://www.youtube.com/watch?v=f9vaFEreZ-g,[],,4/29/2024 12:57,6615266,11,00:00:06,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
bSPy9npi0Tw,নেতা যখন শেল্টার দিতে গিয়ে নিজেই ধরা খায় | Bangla Funny Video | Family Entertainment bd | Desi Cid,ডিজিটাল আন্দোলন | Bangla Funny Video | Family Entertainment Bd | Desi Cid | Digital Andolon | Natok | Borishailla ...,Family Entertainment Bd,https://www.youtube.com/watch?v=bSPy9npi0Tw,[],,9/17/2024 13:19,6599122,1636,00:01:00,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
ALCBFT8pZDc,Argentina Vs Brazil | দেশী ফুটবলার | Bangla Funny Video | Family Entertainment bd | Desi Cid | দেশী,Argentina Vs Brazil | দেশী ফুটবলার | Bangla Funny Video | Family Entertainment bd | Desi Cid | দেশী | Fifa World ...,Family Entertainment Bd,https://www.youtube.com/watch?v=ALCBFT8pZDc,[],,6/10/2022 08:00,6566556,3138,00:17:30,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
BwnBAOe8ZlQ,চাচির টিকটকের কোচিং | Tiktok Coaching | Bangla Funny Video | Family Entertainment bd | Desi Cid |,চাচির টিকটকের কোচিং | Tiktok Coaching | Bangla Funny Video | Family Entertainment bd | Desi Cid | Desi Madam ...,Family Entertainment Bd,https://www.youtube.com/watch?v=BwnBAOe8ZlQ,[],,5/20/2023 08:00,6495583,2960,00:16:09,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
23fERu87ME0,প্রাইভেট হাসপাতাল | Desi Hospital | Bangla Funny Video | Family Entertainment bd | Desi Cid,প্রাইভেট হাসপাতাল | Desi Hospital | Bangla Funny Video | Family Entertainment bd | Desi Cid | Doctor Vs Patient ...,Family Entertainment Bd,https://www.youtube.com/watch?v=23fERu87ME0,[],,2/6/2023 08:00,6235868,3056,00:20:42,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
6hA8d9NVihw,Dil Awaiz | 𝑶𝑺𝑻 | Nabeel Shaukat Ali ft. Saira Peter | 7th Sky Entertainment | Geo Entertainment,Unveiling the serene vocals of Saira Peter and Nabeel Shaukat Ali in the original soundtrack of Dil Awaiz. Singers: Nabeel ...,HAR PAL GEO,https://www.youtube.com/watch?v=6hA8d9NVihw,[],,6/29/2022 12:17,6189393,560,00:05:22,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Television_program']",TRUE,No Captions Available,N/A
jCb-cy3ti8c,Romantic padosi💋👄#shorts#entertainment#youtubeshorts#mammideevlog,Romantic ...,Shifali Pandey,https://www.youtube.com/watch?v=jCb-cy3ti8c,[],,10/23/2024 13:30,6151886,67,00:00:52,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Music_of_Asia']",TRUE,No Captions Available,N/A
g6-ZNRSrOrE,২০৫০ সালের বাংলাদেশ | Future World | Bangla Funny Video | Family Entertainment bd | Desi Cid |,২০৫০ সালের বাংলাদেশ | Future World | Bangla Funny Video | Family Entertainment bd | Desi Cid | ২০৫০ ...,Family Entertainment Bd,https://www.youtube.com/watch?v=g6-ZNRSrOrE,[],,3/3/2024 08:00,6114072,3140,00:20:21,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
QpJgLcJgLYY,বরিশাইল্লা ঘাউড়া বাপ | Bangla Funny Video | Family Entertainment Bd | Desi Cid | Borishailla Natok,বরিশাইল্লা ঘাউড়া বাপ | Bangla Funny Video | Family Entertainment Bd | Desi Cid | Borishailla Natok ...,Family Entertainment Bd,https://www.youtube.com/watch?v=QpJgLcJgLYY,[],,1/1/2024 08:00,6000280,2831,00:23:39,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
B0gBQcPOAQk,Panther ne Ayaan babu ki ungli kha li 😱😛 #shorts #funny #comedy #funnyvideo #comedyshorts,,Vlogger Ayaan,https://www.youtube.com/watch?v=B0gBQcPOAQk,[],,7/29/2024 01:15,5923757,12,00:00:29,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
9PG3RlvjK6w,Taapsee Uses the most CLEVER SEDUCTION TRICKS on Vikrant Massey! 😳 #HaseenDillruba,"Watch Haseen Dillruba, only on Netflix! Watch on Netflix: https://www.netflix.com Follow Netflix India on: Website: ...",Netflix India Shorts,https://www.youtube.com/watch?v=9PG3RlvjK6w,[],,7/18/2024 13:30,5908626,641,00:00:44,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Television_program']",TRUE,No Captions Available,N/A
67A4bmoc9rk,স্কুল খুলেই পরীক্ষা | The School Life | Bangla Funny Video | Family Entertainment bd | Desi Cid,স্কুল খুলেই পরীক্ষা | The School Life | Bangla Funny Video | Family Entertainment bd | Desi Cid স্কুল ...,Family Entertainment Bd,https://www.youtube.com/watch?v=67A4bmoc9rk,[],,8/30/2021 08:00,5894716,2371,00:14:52,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
MP37h4gVJ1U,বাপের বিয়ে | Bangla Funny Video | Family Entertainment bd | Desi Cid | দেশী বিয়ে,বাপের বিয়ে | Bangla Funny Video | Family Entertainment bd | Desi Cid | দেশী বিয়ে বাপের বিয়ে ...,Family Entertainment Bd,https://www.youtube.com/watch?v=MP37h4gVJ1U,[],,6/25/2021 08:00,5841320,1608,00:18:35,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
ZRQvClJpvr8,😂😂 #comedy #dhillonentertainment #comedyfilms #funny #comedymovies #entertainment #dhillon,,Dhillonhuni_pb13,https://www.youtube.com/watch?v=ZRQvClJpvr8,[],,6/28/2024 02:44,5886743,281,00:00:33,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
dcEm60TY13c,"PEMBANTU LAYANI MAJIKAN SAAT ISTRI DI RUMAH, SAMPE KELUAR DALEM !!",Follow Instagram Pablo Benua di https://www.instagram.com/bangbenua/ Dan Rey Utami di https://www.instagram.com/reyutami/ ...,Reyben Entertainment,https://www.youtube.com/watch?v=dcEm60TY13c,[],,5/5/2024 02:09,5797088,3289,00:52:17,[],TRUE,No Captions Available,N/A
NjktVZlGLG8,আদালতে জজের ফাঁসি | Desi Cid In Adaalat | Bangla Funny Video | Family Entertainment bd | দেশী আদালত,আদালতে জজের ফাঁসি | Desi Cid In Adaalat | Bangla Funny Video | Family Entertainment bd | দেশী আদালত ...,Family Entertainment Bd,https://www.youtube.com/watch?v=NjktVZlGLG8,[],,6/8/2021 08:00,5768690,1793,00:22:09,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
imEjH-FW61g,Moye Moye !!! 😂😜 #khumar #shorts,Thanks for watching Har Pal Geo. Please click here https://bit.ly/3rCBCYN to Subscribe and hit the bell icon to enjoy Top Pakistani ...,HAR PAL GEO,https://www.youtube.com/watch?v=imEjH-FW61g,[],,2/15/2024 14:00,5764177,419,00:00:20,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Television_program']",TRUE,No Captions Available,N/A
MTxCWGUDkkI,দ্রব্যমূল্যের ভবিষ্যৎ | Bangla Funny Video | Family Entertainment Bd | Future World | Desi Cid Natok,দ্রব্যমূল্যের ভবিষ্যৎ | Bangla Funny Video | Family Entertainment Bd | Future World | Desi Cid | Natok ...,Family Entertainment Bd,https://www.youtube.com/watch?v=MTxCWGUDkkI,[],,11/15/2023 08:00,5758206,2105,00:16:42,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
SWZyuEQPQYo,Captain America: Brave New World | Special Look,The future favors the brave. Watch this special look at Marvel Studios' Captain America: Brave New World. Only in theaters ...,Marvel Entertainment,https://www.youtube.com/watch?v=SWZyuEQPQYo,[],,12/13/2024 17:00,5747503,2662,00:01:01,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
B4SP2QaHjlI,Colourful Ice cream challenge🍨 #shortsfeed #funny #jesijesina #comedy #entertainment #icecream,,Jesi jesina,https://www.youtube.com/watch?v=B4SP2QaHjlI,[],,7/19/2024 11:55,5648823,460,00:00:55,['https://en.wikipedia.org/wiki/Entertainment'],TRUE,No Captions Available,N/A
BuW_PG8DHYE,দেশী গরমের শরবত | Bangla Funny Video | Family Entertainment bd | Desi Cid,দেশী গরমের শরবত | Bangla Funny Video | Family Entertainment bd | Desi Cid দেশী গরমের শরবত | Bangla ...,Family Entertainment Bd,https://www.youtube.com/watch?v=BuW_PG8DHYE,[],,5/31/2021 08:00,5614398,1733,00:18:21,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
DLApEvXBUh4,Kangana Kab Karregi Shaadi #thekapilsharmashow #funny #comedy #entertainment #kanganaranaut,Kangana Kab Karregi Shaadi #thekapilsharmashow #funny #comedy #entertainment #kanganaranaut Show Description: : Kapil ...,Shemaroo Comedywalas,https://www.youtube.com/watch?v=DLApEvXBUh4,[],,7/28/2024 15:30,5563142,332,00:00:55,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Television_program']",TRUE,No Captions Available,N/A
B9Jh5Gz8vMw,দেশী GYM | Desi GYM | Bangla Funny Video 2022 | Family Entertainment bd | বাংলা ফানি ভিডিও,দেশী GYM | Desi GYM | Bangla Funny Video 2021 | Family Entertainment bd | বাংলা ফানি ভিডিও Previous Video ...,Family Entertainment Bd,https://www.youtube.com/watch?v=B9Jh5Gz8vMw,[],,2/11/2022 08:00,5561060,2091,00:21:11,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
7c0fZM0PavY,Beauty without brains 🤣😂 #netflix #mismatched #funny #collegelife #entertainment #friends #shorts,Beauty without brains #netflix #mismatched #funny #collegelife #entertainment #friends #shorts.,MX Reels,https://www.youtube.com/watch?v=7c0fZM0PavY,[],,6/27/2024 12:18,5523060,595,00:00:57,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
RLjgxIjFm1U,২০৫০ সালের ঈদ | Future Eid | Bangla Funny Video | Family Entertainment bd | Desi Cid | Eid Natok,২০৫০ সালের ঈদ | Future Eid | Bangla Funny Video | Family Entertainment bd | Desi Cid | Eid Natok | Future World ...,Family Entertainment Bd,https://www.youtube.com/watch?v=RLjgxIjFm1U,[],,4/8/2024 08:00,5523191,3044,00:16:15,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
furJgFIVaVA,Parota😄|| #funny #telugucomedy #fun #comedy #entertainment #funnyvideos,plz subscribe.,Ma Bava Bangaram,https://www.youtube.com/watch?v=furJgFIVaVA,[],,8/18/2024 02:45,5483203,269,00:00:56,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
YXUK6n3qIcg,OMG! What happened to Karisma Kapoor? 😨 #shorts #bollywood,OMG! What happened to Karisma Kapoor? #shorts #bollywood.,PINKVILLA,https://www.youtube.com/watch?v=YXUK6n3qIcg,[],,9/13/2024 09:45,5287387,344,00:00:14,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
RV5BNlyX3Xk,চাঁন্দা ভাই প্রথমবার ডাকাতি করতে নামলো | Family Entertainment bd | Bangla Funny Video | Chanda Vai,চাঁন্দা ভাই প্রথমবার ডাকাতি করতে নামলো | Family Entertainment bd | Bangla Funny Video ...,Family Entertainment Bd,https://www.youtube.com/watch?v=RV5BNlyX3Xk,[],,9/30/2024 12:25,5283984,1065,00:01:00,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
JRNNSNvVaZw,Shakti बनना चाहता है Govinda का भांजा | Entertainment Ki Raat,Download JioCinema: https://bit.ly/3Be09Z3 ------ Shakti बनना चाहता है Govinda का भांजा | Entertainment Ki ...,Comedy Kings,https://www.youtube.com/watch?v=JRNNSNvVaZw,[],,12/8/2024 13:25,5274597,122,00:02:14,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Television_program']",TRUE,No Captions Available,N/A
wGCWnSWvDyA,Tukang Servis yang sangat Ramahh! #phone #service #moments #fun #funny #entertainment #shorts,"Hallloooo Guys...!! Copyright Disclaimer: Under section 107 of the Copyright Act of 1976, allowance is made for ""fair use"" for ...",Tiga Warna,https://www.youtube.com/watch?v=wGCWnSWvDyA,[],,8/12/2024 08:23,5250981,36,00:00:25,['https://en.wikipedia.org/wiki/Entertainment'],TRUE,No Captions Available,N/A
GMPHix5ZRwY,সমন্বয়ক জামাই | Bangla Funny Video | Family Entertainment bd | Desi Cid | Matha Gorom Jamai | Natok,সমন্বয়ক জামাই | Bangla Funny Video | Family Entertainment bd | Desi Cid | Matha Gorom Jamai | New Natok ...,Family Entertainment Bd,https://www.youtube.com/watch?v=GMPHix5ZRwY,[],,10/6/2024 08:00,5246422,3938,00:21:33,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
lNWd5ifBmS4,Mouth Atrocities | Malayalam Vine | Ikru,ikruentertainments #ikru #ikrucomedy #malayalamfunnyvines #malayalamcomedyvines #malayalamvines #vines #viralcuts ...,IKRU Entertainments,https://www.youtube.com/watch?v=lNWd5ifBmS4,[],,1/23/2023 14:26,5233616,222,00:01:00,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
VZPHVlEFpfU,Appa Pavam 🥲 #shorts #shortvideo #shortsfeed #trending #funny #viralvideo #comedy #siblings,,NRFM-VLOGS,https://www.youtube.com/watch?v=VZPHVlEFpfU,[],,10/26/2024 13:30,5210154,706,00:01:00,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
r43Z_6QL7TM,Wait for end 😂😂 #comedy #tipucomedy #jsfilmhouse #entertainment,,J S FILM HOUSE,https://www.youtube.com/watch?v=r43Z_6QL7TM,[],,9/27/2024 00:54,5111341,105,00:00:16,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
wBddCjDppfY,CEWEK INI LAYANI ABANG KANDUNG SAMPE SERING KELUAR DALEM !!,Follow Instagram Pablo Benua di https://www.instagram.com/bangbenua/ Dan Rey Utami di https://www.instagram.com/reyutami/ ...,Reyben Entertainment,https://www.youtube.com/watch?v=wBddCjDppfY,[],,8/17/2024 02:00,5108719,2652,00:42:51,[],TRUE,No Captions Available,N/A
i3-g8kL3_vU,বরিশাইল্যা বউ কলকাতার জামাই | Bangla Funny Video | Family Entertainment bd | Desi Cid | দেশী,বরিশাইল্যা বউ কলকাতার জামাই | Bangla Funny Video | Family Entertainment bd | Desi Cid | দেশী ...,Family Entertainment Bd,https://www.youtube.com/watch?v=i3-g8kL3_vU,[],,2/22/2022 08:00,5058706,3499,00:19:27,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
rpN_RR2BnYs,Hello Google😨🥲😹#trendingshorts#comedyshorts#ytshorts#entertainment#majedaar#comedyvideo,Hello Google      #trendingshorts#comedyshorts#ytshorts#entertainment#majedaar#comedyvideo Trending Comedy Funny ...,READY X SALMUDDIN,https://www.youtube.com/watch?v=rpN_RR2BnYs,[],,6/16/2024 02:30,4994360,708,00:00:11,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
RRJiaXDwXos,বরিশাইল্লা মাস্টার | Desi Teacher | Bangla Funny Video | Family Entertainment bd | Desi Cid |,বরিশাইল্লা মাস্টার | Desi Teacher | Bangla Funny Video | Family Entertainment bd | Desi Cid | Barishal ...,Family Entertainment Bd,https://www.youtube.com/watch?v=RRJiaXDwXos,[],,4/19/2024 08:00,4994858,4183,00:28:09,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
U8ZFQ3u4aLU,ইউটিউবার মহল্লা | YouTuber Moholla | Bangla Funny Video | Family Entertainment bd | Desi Cid | Natok,ইউটিউবার মহল্লা | YouTuber Moholla | Bangla Funny Video | Family Entertainment bd | Desi Cid | Natok ...,Family Entertainment Bd,https://www.youtube.com/watch?v=U8ZFQ3u4aLU,[],,7/6/2024 08:00,4998854,4106,00:21:49,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
#NAME?,The Greatest of All Time - Bloopers | Thalapathy Vijay | Venkat Prabhu | AGS Entertainment,Watch Bloopers from ''The Greatest of All Time'' now ! The GOAT's reign continues stronger than ever and there's no stopping now ...,AGS Entertainment,https://www.youtube.com/watch?v=-tBwq11b7WM,[],,10/5/2024 10:30,5042679,1760,00:02:19,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Music_of_Asia']",TRUE,No Captions Available,N/A
dIy44bNv1bs,Amma Istama? sunny Mama na?🤣 #maithilisreetan #brosiscomedy #trending #funny #comedy #viral #shorts,,Maithili_Sreetan,https://www.youtube.com/watch?v=dIy44bNv1bs,[],,6/30/2024 02:12,4945101,158,00:01:00,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
OcTQu8kFLIE,#youtubeshorts #funny #entertainment,,Hm Niloy Mahamud ,https://www.youtube.com/watch?v=OcTQu8kFLIE,[],,9/24/2024 15:54,4925957,235,00:00:17,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Performing_arts']",TRUE,No Captions Available,N/A
dMRMz3MaP_4,Roast karne ki Vidya koi inse seekhe! 🫡#VickyVidyaKaWohWalaVideo,Rasgulla ❌ Tharkulla ✓ Download Song Beat: https://bit.ly/3Cjh24R. Enjoy & stay connected with us! Subscribe to T-Series: ...,T-Series,https://www.youtube.com/watch?v=dMRMz3MaP_4,[],,9/16/2024 13:45,4937127,450,00:00:11,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Television_program']",TRUE,No Captions Available,N/A
l3khkV85jb0,বরিশাইল্লা বিয়া বাড়ি | Bangla Funny Video | Family Entertainment Bd | Desi Cid | Borishailla Natok,বরিশাইল্লা বিয়া বাড়ি | Bangla Funny Video | Family Entertainment Bd | Desi Cid | Borishailla Natok ...,Family Entertainment Bd,https://www.youtube.com/watch?v=l3khkV85jb0,[],,1/10/2024 08:00,4918438,2367,00:15:33,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
bi5_mfLr-E8,স্বাধীনতার ডাকাত | Digital Dakati | Bangla Funny Video | Family Entertainmnet bd | Desi Cid | Natok,স্বাধীনতার ডাকাত | Digital Dakati | Bangla Funny Video | Family Entertainmnet bd | Desi Cid | Natok | Borishailla ...,Family Entertainment Bd,https://www.youtube.com/watch?v=bi5_mfLr-E8,[],,8/18/2024 08:00,4905522,2825,00:20:07,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
P47Diy34ck4,aja mujhe leja Teri Dulhan banake #viral #entertainment #youtubeshorts #4k #shorts @girlstatus_10,aja mujhe leja Teri Dulhan banake #viral #entertainment #youtubeshorts #4kstatus #shorts.,T-SERIES FILM,https://www.youtube.com/watch?v=P47Diy34ck4,[],,7/6/2024 19:14,4863444,95,00:00:10,['https://en.wikipedia.org/wiki/Entertainment'],TRUE,No Captions Available,N/A
DudjllQkwps,দেশী মিনি চাইনিজ | Bangla Funny Video | Family Entertainment bd | Desi Cid | Bangla Natok,দেশী মিনি চাইনিজ | Bangla Funny Video | Family Entertainment bd | Desi Cid | Bangla Natok | Desi Mini Chinese ...,Family Entertainment Bd,https://www.youtube.com/watch?v=DudjllQkwps,[],,10/29/2024 08:00,4886860,2475,00:24:17,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
Dd6udI90LmU,প্রশ্নফাঁস করে সেই টাকা দিয়ে ড্রাইভার কি কি করলো | Family Entertainment bd | Bangla Funny Video |,প্রশ্নফাঁস করে সেই টাকা দিয়ে ড্রাইভার কি কি করলো | Family Entertainment bd ...,Family Entertainment Bd,https://www.youtube.com/watch?v=Dd6udI90LmU,[],,7/15/2024 09:26,4826606,1300,00:00:49,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,No Captions Available,N/A
o7SVS3tInxU,Student Ne Diya Teacher Ko Jawab 😱💯#entertainment #trending #attitude #schoollife #sisterhood,,MiniTV Masala,https://www.youtube.com/watch?v=o7SVS3tInxU,[],,7/13/2024 15:30,4796878,585,00:00:53,['https://en.wikipedia.org/wiki/Entertainment'],TRUE,No Captions Available,N/A
